0,2,0,0,0
0,2.43734,0.45659,0.24969,0.30197
0,2.41574,0.43517,0.24969,0.29717
0,2.39405,0.41367,0.24969,0.29259
0,2.37227,0.39209,0.24969,0.28823
0,2.35039,0.37042,0.24969,0.28409
0,2.32838,0.34864,0.24969,0.28016
0,2.30625,0.32675,0.24969,0.27645
0,2.28397,0.30473,0.24969,0.27297
0,2.26153,0.28256,0.24969,0.2697
0,2.23892,0.26023,0.24969,0.26666
0,2.21613,0.23773,0.24969,0.26385
0,2.19313,0.21505,0.24969,0.26128
0,2.16992,0.19217,0.24969,0.25894
0,2.14647,0.16907,0.24969,0.25685
0,2.12278,0.14574,0.24969,0.25501
0,2.09882,0.12217,0.24969,0.25343
0,2.07459,0.09833,0.24969,0.25211
0,2.05005,0.07422,0.24969,0.25107
0,2.02519,0.0498,0.24969,0.25031
-0.005,0,0.02507,0.24969,0.24985
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
0,2,0,0,0
